-0.262989,-0.868793,0.133290,2.745286,-0.047937,1.357079,-0.499947,-1.874985,-0.395397,1.563203,1.000000
0.114041,-1.274678,1.518768,2.227560,0.679981,-0.257101,1.847423,0.586754,1.978936,-0.392775,1.000000
0.974706,-0.314599,-0.731224,1.742879,0.361086,1.872469,0.874509,-0.297938,-0.906587,-1.081991,1.000000
0.175839,-1.120091,0.522660,0.461655,1.264471,0.390200,0.714736,-0.905856,0.456372,-0.697988,0.000000
-0.238445,-0.656013,-0.663740,0.879592,-0.176941,0.915897,-0.327490,1.034972,0.732777,-0.257709,0.000000
-0.162517,1.680123,1.188765,0.864624,-0.393824,1.630972,0.614608,0.603824,0.294797,-0.649450,0.000000
0.467342,-1.579244,-0.545981,0.608291,-0.047725,-0.357607,0.448350,0.606708,-0.078083,-0.858026,0.000000
-0.772892,0.937076,-0.906141,-1.050146,-0.117694,-1.222620,-0.263141,-1.651669,-1.054020,2.960824,1.000000
0.110373,0.947351,0.220807,1.065101,0.626609,1.295685,-1.354916,0.075887,-2.262175,0.125910,1.000000
1.049818,-0.368832,1.135017,-0.334357,1.069998,-1.279673,0.251579,0.412545,1.076885,0.450643,0.000000
1.203936,-1.175534,0.922925,0.066660,0.520538,-0.028809,-0.174115,0.526610,-0.120626,1.912099,0.000000
1.185758,0.872742,1.010274,0.439952,2.276053,0.538118,-0.770075,1.044191,0.608621,0.452381,1.000000
-0.756226,-1.216203,-1.494974,1.483920,0.162291,-0.623897,0.665001,-1.185436,-0.799399,0.138370,1.000000
-1.024185,0.942976,0.515462,-0.687029,-2.790870,-1.316958,-0.417838,-1.240835,-0.196302,0.161910,1.000000
-0.569341,0.882822,1.165539,-0.831880,-0.577698,0.554369,1.601547,0.493850,0.162185,0.642141,0.000000
-0.190103,0.013055,-0.410084,0.369011,0.653815,-1.278498,-1.548111,-1.940502,0.303218,-0.068970,0.000000
1.119288,-0.890974,0.795396,-0.919040,-0.617988,-0.557143,-2.526142,-0.352803,-0.196031,-0.017190,1.000000
-0.694526,-1.836177,-0.576482,-0.337814,-2.197603,-0.902244,-0.087706,-0.009159,0.097175,0.176833,1.000000
-0.154928,-0.234228,1.162017,-0.354889,-0.462517,1.092876,-0.015630,1.178290,0.221025,1.378387,0.000000
-1.414495,-0.248320,0.181099,-1.132580,-2.093831,1.131675,-0.032941,0.016353,0.605974,-0.782709,1.000000
0.079021,1.797566,-0.014011,-0.761944,-0.283591,0.310376,0.388969,-2.231683,0.316752,1.282697,1.000000
