5.047159,17.420820,18.632855,-3.670645
-8.961992,0.774681,5.563481,-1.111127
6.534056,16.181083,-2.429920,0.712075
0.345659,19.325033,-0.005976,0.034573
3.074971,11.407641,19.515490,-3.454154
5.144209,10.541402,18.575378,-3.681925
1.706963,13.112271,-19.853237,2.970056
-1.047205,8.085527,0.054983,-0.104913
-9.789795,2.307090,12.039587,-1.776196
-4.560985,12.045904,1.100707,-0.473606
6.864426,11.527975,-17.271840,2.385007
-5.673332,12.447015,1.765117,-0.603264
-9.720046,9.544836,-12.349619,4.475210
-9.648240,9.623956,-12.628965,4.446366
-0.249473,19.809953,19.996888,-3.116643
2.752351,19.870704,-0.386231,0.278834
-3.187506,15.370532,-19.478386,3.466004
-9.997995,10.599851,-10.200247,4.692363
-3.263495,6.843536,-19.452492,3.474032
-1.387479,14.474759,-19.903277,3.280790
5.912750,15.778456,-1.935300,0.632639
4.180869,2.578959,-0.915930,0.431338
-9.939059,18.708265,8.897685,-1.460340
-6.599238,8.559712,-17.513326,3.862310
5.291520,10.083457,-1.514729,0.557601
9.829661,15.011892,-11.837867,1.755634
-3.255591,7.700270,0.544783,-0.331603
9.950107,14.168063,-10.997682,1.670731
-8.972708,15.203005,5.585194,-1.113548
-3.035906,5.536718,-19.528026,3.450052
9.784052,13.746536,-12.066963,1.778993
-6.789827,4.918871,2.658457,-0.746376
9.572777,12.177271,-12.891701,1.864156
3.517903,18.668325,-0.639212,0.359483
-9.417119,2.292892,6.635795,-1.227683
-4.456530,5.459786,-18.952058,3.603496
-8.115013,10.433712,15.843507,-2.194876
-9.642326,6.897399,12.650577,-1.839060
2.321015,8.385433,19.726916,-3.375830
5.054976,3.988396,-1.371720,0.529959
3.700456,3.880849,-19.290136,2.762535
0.140033,13.988697,-19.999019,3.127589
7.813914,2.072048,-3.759588,0.896892
2.329919,3.532582,-19.724787,2.906440
-4.702039,15.926910,18.825578,-2.652071
8.669569,0.229127,-14.983830,2.092529
1.722375,14.956827,19.850555,-3.314693
8.273184,0.620095,-15.617332,2.167276
7.028643,15.745973,17.113240,-3.921009
-9.894183,12.770636,8.549091,-1.425191
3.567962,18.382990,-19.341823,2.776757
-8.655530,4.135071,15.008174,-2.095339
-9.993202,13.701249,10.368658,-1.607670
-9.871206,12.139166,-11.599781,4.551720
4.193607,17.932166,19.078197,-3.574334
7.093452,15.393869,17.048613,-3.930161
-5.485790,8.744836,-18.360987,3.722256
-6.587049,17.029068,2.475986,-0.719096
-2.033598,10.881068,-19.791041,3.346381
-8.718043,0.527982,5.101456,-1.058874
-9.745081,11.764983,7.756476,-1.344518
-6.299130,11.703232,-17.766657,3.823034
7.452099,10.793201,-16.668299,2.300743
-2.207163,9.635930,0.246619,-0.222549
-9.991385,3.628438,-10.415008,4.670876
-9.729460,7.664387,-12.310326,4.479250
9.990238,17.167412,-10.441746,1.614985
7.963047,8.263697,-16.048957,2.220431
7.678477,18.713015,-16.406324,2.266118
-5.202898,10.963630,1.460102,-0.547190
3.879869,6.785139,-19.216649,2.743146
3.423858,3.982846,-19.395595,2.792138
5.947842,0.462521,18.038854,-3.778590
9.895964,18.242648,-11.438712,1.715169
-7.499645,2.560976,16.614781,-2.293584
6.278087,19.180792,-2.216323,0.678735
-4.583447,16.153034,-18.887745,3.617725
9.949137,9.053116,11.007312,-4.611487
1.732321,15.429226,-19.848810,2.967482
-4.600797,15.118972,18.878776,-2.663508
9.818222,13.047314,11.898028,-4.521428
-5.674584,5.605720,1.765979,-0.603416
-1.451328,16.417211,-19.894122,3.287240
6.536244,18.334662,-17.568191,2.429229
6.864018,11.672067,17.272225,-3.898122
-3.473458,5.792049,0.622629,-0.354739
5.872562,15.001355,-18.094011,2.513928
-8.762999,13.865603,14.817661,-2.073465
-8.052234,6.953667,15.929716,-2.205541
-9.452935,8.866106,13.262211,-1.903100
0.752421,5.780782,19.971653,-3.216906
-3.047456,10.921480,0.475662,-0.309671
-7.372876,11.071190,16.755791,-2.312546
-3.601517,8.582348,0.671063,-0.368431
3.669730,3.871741,-0.697684,0.375753
-1.333653,10.836211,0.089330,-0.133764
-5.538930,13.322189,-18.325879,3.728625
4.208742,4.013315,-0.928810,0.434409
-2.870436,10.021194,-19.579175,3.432732
6.530784,0.850317,-2.427097,0.711642
5.761710,8.518865,-18.173292,2.527557
9.399070,16.862305,-6.585694,1.222358
1.655265,7.430673,-0.137947,0.166292
-1.716945,7.927838,19.851502,-2.969043
0.725075,15.602650,-0.026321,0.072571
-9.645827,13.269665,7.362194,-1.303857
-9.111953,11.033267,5.880254,-1.146176
-1.205104,1.618546,-19.927121,3.262397
1.688709,10.263488,-19.856382,2.971909
8.479532,18.904274,15.300711,-4.153705
9.895260,2.355424,11.443548,-4.567528
1.974277,12.626298,-19.803175,2.942859
-8.065896,16.660609,4.088881,-0.938360
-0.437718,11.903312,-19.990416,3.185378
-9.731346,8.846514,12.302369,-1.803117
9.980086,19.404378,-9.369221,1.507676
-6.080368,8.043060,-17.939089,3.795178
7.360442,6.350574,-16.769335,2.314385
9.619115,2.020296,-7.266388,1.293911
0.495629,8.182701,-19.987710,3.092009
1.764459,2.167785,19.843103,-3.318967
9.511578,17.592743,13.087050,-4.398558
9.932662,0.851177,-11.158549,1.686912
9.868474,8.050945,11.616547,-4.550022
-9.986855,3.089227,10.512576,-1.622076
9.959103,6.184889,-10.903474,1.661267
9.998234,0.842695,10.187942,-4.693594
